sku;stock;currency;price;title;manufacturer;msku;ean;egId;lwg1;availability;weight;width;depth;height;externalStock
103940;0;EUR;99999.99;Panasonic IP Mini Fixkuppelcamera outdoor WV-SW152;Panasonic;WV-SW152;5025232628131;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
103942;0;EUR;99999.99;Panasonic IP Mini Fixkuppelcamera outdoor WV-SW155;Panasonic;WV-SW155;5025232628124;85258091;Videoüberwachung;K;0.726;0.154;0.186;0.127;0
103943;0;EUR;99999.99;Panasonic IP Mini Fixkuppelcamera outdoor WV-SW155M;Panasonic;WV-SW155M;;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
103944;0;EUR;99999.99;Panasonic IP Boxcamera indoor BL-VP101E;Panasonic;BL-VP101E;5025232656912;85258091;Videoüberwachung;K;0.462;0.170;0.169;0.099;0
103945;0;EUR;99999.99;Panasonic IP Boxcamera indoor BL-VP104E;Panasonic;BL-VP104E;5025232656905;85258091;Videoüberwachung;K;0.460;0.100;0.165;0.170;0
103946;0;EUR;99999.99;Panasonic IP Boxcamera indoor BL-VP104WE;Panasonic;BL-VP104WE;5025232656899;85258091;Videoüberwachung;K;0.506;0.170;0.168;0.099;0
103947;0;EUR;99999.99;Panasonic IP Boxcamera indoor BL-VT164E;Panasonic;BL-VT164E;5025232656882;85258091;Videoüberwachung;K;0.020;0.076;0.100;0.018;0
103948;0;EUR;350.00;Panasonic IP Boxcamera indoor BL-VT164WE;Panasonic;BL-VT164WE;5025232656875;85258091;Videoüberwachung;K;0.609;0.167;0.171;0.099;0
103949;0;EUR;99999.99;Panasonic IP Boxcamera indoor WV-ST162;Panasonic;WV-ST162;;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
103950;0;EUR;484.00;Panasonic IP Boxcamera indoor WV-ST165;Panasonic;WV-ST165;5025232656691;85258091;Videoüberwachung;K;0.852;0.164;0.266;0.155;0
103953;0;EUR;526.00;Panasonic IP Boxcamera outdoor WV-SW172;Panasonic;WV-SW172;4902704847508;85258091;Videoüberwachung;K;1.013;0.162;0.282;0.155;0
103961;2;EUR;9.83;SD MicroSD Card 32GB Intenso inkl. SD Adapter;Intenso;3403480;4034303015801;85235110;Micro SD Karten;B;0.016;0.152;0.106;0.008;0
103963;3;EUR;321.25;"ASUS 61,0cm (24"")   PA248Q   DVI+HDMI+DP IPS Lift";ASUS;90LMG0150Q00081C-;4716659122029;85285210;TFT-Monitore;B;9.460;0.280;0.675;0.435;0
103964;7;EUR;116.25;ASUS 55,9cm Commerc.VW22ATL  D-Sub DVI Spk Lift            *;ASUS;90LMG1001Q21021C-;4716659092063;85285210;TFT-Monitore;B;7.068;0.215;0.645;0.415;30
103965;15;EUR;105.25;ASUS 55,9cm Commerc.VW22AT   D-Sub DVI Spk                 *;ASUS;90LMG1001Q01021C-;4716659092056;85285210;TFT-Monitore;B;5.668;0.151;0.597;0.484;0
103967;5;EUR;131.71;ASUS 54,7cm Commerc.VK228H   D-Sub DVI+HDMI Spk Webcam;ASUS;90LMF9101Q03241C-;4716659096566;85285210;TFT-Monitore;B;5.465;0.136;0.569;0.446;0
103981;4;EUR;9584.00;Panasonic netwerk-Recorder WJ-ND400/12TB;Panasonic;WJ-ND400/12TB;5025232528776;85258091;Videoüberwachung;B;24.120;0.645;0.630;0.380;0
103984;0;EUR;1542.00;Panasonic netwerk-besturing WV-CU950/G;Panasonic;WV-CU950;5025232309030;85258091;Videoüberwachung;K;4.409;0.347;0.499;0.244;0
103985;0;EUR;660.00;Panasonic netwerk-Encoder WJ-GXE500E;Panasonic;WJ-GXE500E;5025232543427;85258091;Videoüberwachung;K;1.270;0.231;0.282;0.165;0
103986;0;EUR;99999.99;Panasonic Hardwaredecoder WJ-GXD400/G;Panasonic;WJ-GXD400/G;;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
103993;0;EUR;130.00;Panasonic objectief YV4.3x2.8SA-SA2;Panasonic;YV4.3X2.8SA-SA2;;85258091;Videoüberwachung;K;0.124;0.076;0.100;0.069;0
103995;0;EUR;86.00;Panasonic objectief Dag/Nacht YV5x2.7R4B-SA2;Panasonic;YV5X2.7R4B-SA2;;85258091;Videoüberwachung;K;0.099;0.071;0.098;0.074;0
103996;0;EUR;99999.99;Panasonic objectief Dag/Nacht YV10x5B-SA2;Panasonic;YV10X5B-SA2;;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
103997;0;EUR;68.00;Panasonic objectief Dag/Nacht YV10x5HR4A-SA2;Panasonic;YV10X5HR4A-SA2;;85258091;Videoüberwachung;K;0.111;0.065;0.097;0.070;0
104004;8;EUR;5116.00;Panasonic Speichererweiterung WJ-HDE400/12TB;Panasonic;WJ-HDE400/12TB;5025232474233;85258091;Videoüberwachung;B;21.240;0.630;0.640;0.380;0
104006;2;EUR;630.00;Panasonic Managementsoftware WV-ASM200;Panasonic;WV-ASM200;5025232636389;85258091;Videoüberwachung;B;0.185;0.187;0.231;0.035;0
104007;0;EUR;630.00;Panasonic radiotionserweiterung WV-ASE201;Panasonic;WV-ASE201;5025232636402;85258091;Videoüberwachung;K;0.100;0.187;0.230;0.035;0
104009;0;EUR;99999.99;Panasonic Matrixsteuersoftware KIT-ASC970 Matrix;Panasonic;KIT-ASC970;;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
104010;0;EUR;99999.99;Panasonic Matrixsteuersoftware KIT-ASM970 Matrix;Panasonic;KIT-ASM970;;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
104011;0;EUR;99999.99;Panasonic Licence Face-detection -counting WJ-NVF20E;Panasonic;WJ-NVF20E;;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
104012;0;EUR;99999.99;Panasonic Converter BY-HPE11KTCE;Panasonic;BY-HPE11KTCE;;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
104013;0;EUR;99999.99;Panasonic Converter Rackmount-Montagesatz BY-HCA10CE;Panasonic;BY-HCA10CE;;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
104015;0;EUR;99999.99;Panasonic Zub. zwanenhals-Montagehalter CW960SN/S;Panasonic;CW960SN/S;;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
104018;0;EUR;99999.99;Panasonic Zub. universele Wand- und Deckenarm;Panasonic;WV-430;;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
104019;0;EUR;99999.99;Panasonic Zub. Wetterschutzgehäuse CKS600;Panasonic;CKS600;;85258091;Videoüberwachung;K;2.953;0.462;0.212;0.168;0
104022;0;EUR;99999.99;Panasonic Zub. Wetterschutzgehäuse Montageadapter;Panasonic;SP/A;;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
104023;0;EUR;99999.99;Panasonic Zub. Dome-Wetterschutzgehäuse CSI202C;Panasonic;CSI202C;4010869119290;85258091;Videoüberwachung;K;4.834;0.396;0.293;0.332;0
104024;0;EUR;99999.99;Panasonic Zub. Dome-Wetterschutzgehäuse CSI202S;Panasonic;CSI202S;;85258091;Videoüberwachung;K;5.257;0.406;0.292;0.335;0
104025;0;EUR;99999.99;Panasonic Zub. Eckmontageplatte    SA/B-S;Panasonic;SA/B-S;;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
104026;0;EUR;99999.99;Panasonic Zub. Mastmontagehalter   SP/B-S;Panasonic;SP/B-S;;85258091;Videoüberwachung;K;2.377;0.187;0.343;0.086;0
104027;0;EUR;99999.99;Panasonic Zub. Montageadapter  PS484S;Panasonic;PS484S;;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
104028;0;EUR;99999.99;Panasonic Zub. Wandmontagegehäuse PPM484S;Panasonic;PPM484S;;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
104029;0;EUR;99999.99;Panasonic Zub. Wandmontagegehäuse PCM484S;Panasonic;PCM484S;;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
104030;0;EUR;99999.99;"NEC 55.9cm (22"")  MS EA223WM  16:10 DVI+DP black lift Spk.";NEC;60003294;5028695108806;85285210;TFT-Monitore;K;7.378;0.450;0.560;0.260;0
104032;0;EUR;99999.99;"NEC 55.9cm (22"")  MS EA223WM  16:10 DVI+DP white lift Spk";NEC;60003293;;85285980;TFT-Monitore;K;0.000;0.000;0.000;0.000;0
104034;0;EUR;99999.99;Panasonic Zub. Adapter voor Deckenmontage PHM484S;Panasonic;PHM484S;;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
104036;0;EUR;99999.99;Panasonic Zub. Wandmontagegehäuse met zwanenhals;Panasonic;PWM484S;;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
104037;0;EUR;99999.99;Panasonic Zub. Deckeineinbauhalterung WV-Q105A;Panasonic;WV-Q105A;;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
104041;0;EUR;99999.99;Panasonic Zub. houderung zur abgesetzten deckenmontage;Panasonic;WV-Q117A;;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
104042;0;EUR;99999.99;Panasonic Zub. houderung Wandmontage WV-Q118B;Panasonic;WV-Q118B;;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
104043;6;EUR;175.00;Panasonic Zub. houderung Wandmontage WV-Q122A;Panasonic;WV-Q122A;6942464802254;85258091;Videoüberwachung;B;2.346;0.299;0.340;0.190;0
104044;0;EUR;99999.99;Panasonic Zub. Deckeineinbauhalterung WV-Q126A;Panasonic;WV-Q126A;;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
104046;0;EUR;99999.99;Panasonic Zub. Wandmontagehalter WV-Q154C;Panasonic;WV-Q154C;;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
104047;0;EUR;99999.99;Panasonic Zub. Wandmontagehalter WV-Q154S;Panasonic;WV-Q154S;;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
104048;0;EUR;99999.99;Panasonic Zub. Deckeneinbauhalterung WV-Q155C;Panasonic;WV-Q155C;;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
104049;0;EUR;99999.99;Panasonic Zub. Deckeneinbauhalterung WV-Q155S;Panasonic;WV-Q155S;;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
104050;0;EUR;99999.99;Panasonic Zub. Binnenkantkuppelabdeckung WV-Q156C;Panasonic;WV-Q156C;;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
104051;0;EUR;124.00;Panasonic Zub. Binnenkantkuppelabdeckung WV-Q156S;Panasonic;WV-Q156S;4902704683465;85258091;Videoüberwachung;K;0.562;0.216;0.218;0.198;0
104053;0;EUR;99999.99;Panasonic Zub. Deckeneinbauhalterung WV-Q174B;Panasonic;WV-Q174B;;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
104055;0;EUR;99999.99;"Panasonic Zub. inbouwset 19""  WV-Q204/1S";Panasonic;WV-Q204/1S;;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
104056;0;EUR;99999.99;"Panasonic Zub. inbouwset 19""  WV-Q204/2S";Panasonic;WV-Q204/2S;;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
104057;0;EUR;99999.99;Panasonic Zub. Getönte Abdeckkuppel WV-CW6SA;Panasonic;WV-CW6SA;;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
104058;0;EUR;99999.99;Panasonic Zub. Getönte Abdeckkuppel WV-CF5SA;Panasonic;WV-CF5SA;;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
104059;0;EUR;102.00;Panasonic Zub. Getönte Abdeckkuppel WV-CS5S;Panasonic;WV-CS5S;6942464802223;85258091;Videoüberwachung;K;0.420;0.197;0.173;0.180;0
104060;0;EUR;99999.99;Panasonic Zub. Getönte Abdeckkuppel WV-CS4SA;Panasonic;WV-CS4SA;;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
104061;0;EUR;99999.99;Panasonic Zub. Getönte Abdeckkuppel WV-CW4SA;Panasonic;WV-CW4SA;;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
104063;0;EUR;99999.99;Panasonic Zub. Heizelement WV-CW5HA;Panasonic;WV-CW5HA;;85258091;Videoüberwachung;K;0.000;0.000;0.000;0.000;0
104067;0;EUR;99999.99;Toner HP LJ4015 Contract     black    CC364XC   24.000 S;Hewlett & Packard INC.;CC364XC;884962440308;84439990;Toner HP;K;3.340;0.200;0.390;0.325;0
104071;0;EUR;99999.99;Toner HP LJ5200     contract     black    Q7516AC    12.0;Hewlett & Packard;Q7516AC;883585793648;84439990;Toner Panasonic;K;3.080;0.195;0.499;0.328;0
104077;0;EUR;99999.99;Server ZUB Super Micro  FAN-0074L4;Super Micro;FAN-0074L4;672042020270;84735080;Server Zubehör;K;0.300;0.155;0.150;0.065;0
104079;0;EUR;99999.99;Netwerkkaart Intel PCI-Express X520-SR2 BULK 2x10Gb FCoE;Intel;E10G42BFSRBLK;5032037041492;84733020;Netzwerkkarten;K;0.260;0.144;0.225;0.030;0
104091;15;EUR;9.57;USB-HUB 2.0 7-Port ultron UH-402  Alu  zilver;Ultron;104091;4040895004109;84718000;HUBs;B;0.149;0.135;0.185;0.035;0
104094;0;EUR;4.55;USB-Stick  4GB Mediarange Flash Drive;MediaRange;MR907;4260057124807;85235110;USB-Speicher;K;0.029;0.088;0.139;0.017;0
104127;20;EUR;247.61;Garantie APC Service Pack 3 Year Warranty Extension SP-04;APC;WEXTWAR3YR-SP-04;;85234920;Software Lizenzen;B;0.100;0.000;0.000;0.000;0
104128;0;EUR;1595.15;Trenntransformator APC APTF20KW01 WW 20kVA;APC;APTF20KW01;731304242222;85043300;USV Zubehör;K;0.000;0.000;0.000;0.000;0
104135;237;EUR;7.55;WL-USB TP-Link TL-WN823N (300MBit) Mini;TP-Link;TL-WN823N;6935364050696;85176200;Wireless USB Stick;B;0.069;0.104;0.138;0.033;0
104157;1;EUR;38.56;BDH Tronje Beamer Höhe: 42-57cm Max.15KG PL320;Tronje;TRW30752;4260079894047;84733080;Beamer Deckenhalterung;B;2.276;0.274;0.354;0.099;0
104158;0;EUR;99999.99;batterij Mediarange Prem. Blister AAA  Alkaline/LR03    4;MediaRange;MRBAT101;4260283111589;85065030;Batterien;K;0.040;0.085;0.122;0.012;0
104159;20;EUR;1.62;batterij Mediarange Prem. Blister AAA  Alkaline/LR03   10;MediaRange;MRBAT102;4260283111602;85065030;Batterien;B;0.140;0.086;0.170;0.012;0
104160;13;EUR;2.99;batterij Mediarange Prem. Shrink  AAA  Alkaline/LR03   24;MediaRange;MRBAT103;4260283111718;85065030;Batterien;B;0.280;0.045;0.125;0.021;0
104161;33;EUR;0.77;batterij Mediarange Prem. Blister AA   Alkaline/LR06    4;MediaRange;MRBAT104;4260283111633;85065030;Batterien;B;0.100;0.085;0.120;0.015;0
104162;0;EUR;2.99;batterij Mediarange Prem. Shrink  AA   Alkaline/LR06   24;MediaRange;MRBAT106;4260283111725;85065030;Batterien;W;0.580;0.050;0.170;0.030;0
104163;0;EUR;1.62;batterij Mediarange Prem. Blister AA   Alkaline/LR06   10S;MediaRange;MRBAT 105;4260283111657;85065030;Batterien;K;0.260;0.093;0.170;0.016;0
104164;0;EUR;99999.99;batterij Mediarange Prem. Blister E-Block9V  9V/6F22   1Stk;MediaRange;MRBAT 107;4260283111688;85065030;Batterien;K;0.065;0.084;0.120;0.018;0
104177;7;EUR;53.50;"Newstar DEH 10""-30"" 1TFT Silber Max.12KG  FPMA-C100SILVER";Newstar;FPMA-C100SILVER;8717371442347;84733080;Deckenhalterung;B;4.840;0.157;0.857;0.130;0
104240;0;EUR;99999.99;Beamer ACER S5301WM 3000 Lumen WXGA HDMI VGA 3D ready;Acer;EY.JC805.001;;85286200;Projektoren;K;0.000;0.000;0.000;0.000;0
104244;0;EUR;99999.99;Canon afstandsbediening RC-6;Canon;4524B001;4960999669304;90079100;Digitale Kameras Zub;K;0.049;0.060;0.080;0.028;0
104245;0;EUR;168.50;LANCOM Content Filter +25 Option 1-Year;LANCOM;61591;4044144615917;85234920;Software;W;0.100;0.210;0.150;0.010;0
104270;9;EUR;1.83;SATA Adapter Delock SATA 15Pin -> IDE 4pin St/Bu;Delock;82326;4043619823260;84718000;Sata-Adapter;B;0.010;0.010;0.019;0.001;0
104293;0;EUR;99999.99;drum Samsung SCX-6555N 80000 pagina's bk;Samsung;SCX-R6555A/SEE;8808987485504;84439990;Verbrauchsmaterial;K;2.640;0.200;0.395;0.190;0
104308;0;EUR;9.36;LogiLink Tragbare Antenne Digital f. NB und LCD MOnitor;Logilink;VG0015;4052792001075;84735080;Antenne;K;0.211;0.082;0.245;0.047;0
104310;0;EUR;14.50;LogiLink HD Indoor Antenne Digital low noise;Logilink;VG0017;4052792001099;84735080;Antenne;K;0.776;0.190;0.319;0.089;0
104311;14;EUR;1.04;LogiLink anti-slip mat voor Notebooks/Tablets zwart;Logilink;NB0045;4052792001730;40161000;Notebookzubehör;B;0.056;0.116;0.183;0.010;0
104314;0;EUR;1.04;LogiLink anti-slip mat voor Notebooks/Tablets viol;Logilink;NB0048;4052792001853;40161000;Notebookzubehör;K;0.050;0.110;0.173;0.006;0
104318;20;EUR;76.29;Panasonic HDVC KX-VCS711W Mobile Activation iOS/Android 1J;Panasonic;KX-VCS711W;;84733090;Software Lizenzen;B;0.000;0.000;0.000;0.000;0
104319;20;EUR;153.43;Panasonic HDVC KX-VCS781W Mobile Activation Windows OS 1J;Panasonic;KX-VCS781W;;84733090;Software Lizenzen;B;0.000;0.000;0.000;0.000;0
104321;43;EUR;7.26;LogiLink muis Laser USB 6 toetsen black LED branden;Logilink;ID0009A;4052792000290;84716070;Mäuse;B;0.148;0.118;0.180;0.065;0
104322;4;EUR;3.65;LogiLink muis optisch, branden, 1600 dpi wit/zwart;Logilink;ID0090;4052792001969;84716070;Mäuse;B;0.180;0.185;0.220;0.040;0
104335;0;EUR;15.23;"Inter-Tech 48.3cm (19"") montagekader 3x120mm koeler";Inter Tech;88887052;;84733080;"19"" Zubehör";K;0.042;0.172;0.430;0.012;0
104336;8;EUR;2.78;"Inter-Tech 48.3cm (19"") HDD Wechselrahmen voor 19"" Storage";Inter Tech;88887048;4260133124790;84733080;Festplattenwechselr.;B;0.108;0.109;0.189;0.043;0
104344;0;EUR;99999.99;"Server Geh Super Micro 1U/1x560W/4x2.5""        SC111TQ-563UB";Super Micro;CSE-111TQ-563UB;672042078066;84733080;Gehäuse;K;14.220;0.600;0.750;0.220;0
104345;0;EUR;99999.99;Server ZUB Super Micro MCP-320-11101-0N;Super Micro;MCP-320-11101-0N;672042037018;84733080;Server Zubehör;K;0.019;0.030;0.090;0.045;0
104346;0;EUR;8.19;Server ZUB Super Micro  FAN-0100L4;Super Micro;FAN-0100L4;672042022342;84733080;Server Zubehör;K;0.048;0.040;0.040;0.040;0
104371;0;EUR;99999.99;Medienschacht HP 250 Pag. Officejet 8600  CN548A;Hewlett & Packard INC.;CN548A;886111700509;84439990;Druckerzubehör;K;3.500;0.503;0.560;0.140;0
104401;0;EUR;99999.99;papierinvoer Samsung 500 Pag. CLX-S6250A/SEE;Samsung Drucker;CLX-S6250A/SEE;8808993451883;84439990;Druckerzubehör;K;5.500;0.540;0.536;0.227;0
104425;1;EUR;7.45;Sharkoon muispad Drakonia Gaming Mat;Sharkoon;4044951012626;4044951012626;84733080;Mäuse-zubehör;B;0.293;0.265;0.375;0.005;0
104427;10;EUR;22.05;Sharkoon muis Drakonia groen/zwartmit elf toetsen;Sharkoon;4044951012527;4044951012527;84716070;Mäuse;B;0.350;0.180;0.220;0.090;0
104431;0;EUR;116.55;Server ZUB Super Micro  PWS-703P-1R;Super Micro;PWS-703P-1R;672042059980;84735080;Netzteile PC;W;1.090;0.040;0.320;0.040;0
104502;0;EUR;99999.99;overspanningsbeveiliging APC Notebook 3-poliger Anschluss retail;APC;PNOTEPROC6-EC;731304220718;85363090;Steckdosenleisten;K;0.258;0.162;0.192;0.078;0
104538;20;EUR;288.11;HP 3 jarens Care Pack UV230E NBD 9x5 DJ 111;Hewlett & Packard INC.;UV230E;;0;Garantie virtuell;B;0.000;0.000;0.000;0.000;0
104544;1;EUR;29.81;DDR3  4GB PC 1333 CL9  CORSAIR XMS3 retail;Corsair;CMX4GX3M1A1333C9;843591010276;84733020;Speichermodule;B;0.060;0.077;0.155;0.015;0
104545;11;EUR;29.64;DDR3  4GB PC 1600 CL9  CORSAIR XMS3 retail;Corsair;CMX4GX3M1A1600C9;843591010344;84733020;Speichermodule;B;0.060;0.077;0.155;0.015;0
104547;10;EUR;59.50;DDR3  8GB PC 1600 CL9  CORSAIR KIT (2x4GB) XMS3 retail;Corsair;CMX8GX3M2A1600C9;843591010146;84733020;Speichermodule;B;0.121;0.015;0.135;0.153;0
104550;2;EUR;4.25;USB Adapter Delock Pinheader -> 2x A Bu/Bu horizontal;Delock;41761;4043619417612;84718000;USB-Adapter;B;0.012;0.100;0.180;0.001;0
104554;10;EUR;60.89;DDR3  8GB PC 1600 CL9  CORSAIR KIT (2x4GB) Vengeance Red retail;Corsair;CMZ8GX3M2A1600C9R;843591014120;84733020;Speichermodule;B;0.121;0.015;0.135;0.153;0
104555;6;EUR;4.25;USB Adapter Delock Pinheader -> 2x A St/Bu horizontal;Delock;41763;4043619417636;84718000;USB-Adapter;B;0.011;0.100;0.170;0.030;0
104557;7;EUR;3.80;USB Adapter Delock Pinheader -> 2x A Bu/Bu horizontal;Delock;41825;4043619418251;84718000;USB-Adapter;B;0.012;0.100;0.145;0.001;0
104563;3;EUR;2.60;USB3.0 Adapter Delock Pinheader -> 2x A Bu/Bu re/li;Delock;41846;4043619418466;84718000;USB-Adapter;B;0.015;0.100;0.145;0.001;0
104580;20;EUR;204.86;Panasonic HDVC KX-VCS713W Mobile Activation iOS/Android 3J;Panasonic;KX-VCS713W;;84733090;Software Lizenzen;B;0.000;0.000;0.000;0.000;0
104581;20;EUR;410.57;Panasonic HDVC KX-VCS783W Mobile Activation Windows OS 3J;Panasonic;KX-VCS783W;;84733090;Software Lizenzen;B;0.000;0.000;0.000;0.000;0
104583;0;EUR;99999.99;HDVC GP-VD131 Video Conference Camera;;GP-VD131;4549077197535;85258091;VideoConference;K;2.760;0.317;0.363;0.241;0
104915;4;EUR;9.00;USB Kabel Delock A -> D-Sub9 + D-Sub25 St/St 1.80m;Delock;61308;4043619613083;85366990;USB-Kabel;B;0.195;0.150;0.215;0.030;0
104916;0;EUR;99999.99;Server BAB Super Micro  SYS-6016T-6RF+;Super Micro;SYS-6016T-6RF+;672042071944;84715000;Server Zubehör;K;19.433;0.603;0.917;0.207;0
104919;0;EUR;14.60;USB Kabel Delock A -> D-Sub9 St/St 1.00m;Delock;61364;4043619613649;85444290;USB-Kabel;W;0.143;0.155;0.165;0.020;0
104920;0;EUR;99999.99;Technaxx universele Autohalterung met Lader-TE06;Technaxx;3886;4260101734389;39269097;Zubehör;K;0.262;0.093;0.284;0.091;0
104928;0;EUR;1.42;LogiLink Adapter USB 3.0 Type A -> Type A St/St;Logilink;AU0016;4052792001457;84735080;USB-Adapter;K;0.010;0.015;0.057;0.007;0
104933;0;EUR;1.59;LogiLink Adapter USB 3.0 Type A -> Type MicroB  Bu/MSt;Logilink;AU0021;4052792001501;84735080;USB-Adapter;K;0.013;0.017;0.055;0.010;0
104935;1;EUR;1.55;LogiLink Adapter USB 3.0 Type A -> Type MicroB  St/MSt;Logilink;AU0024;4052792001532;84735080;USB-Adapter;B;0.009;0.015;0.052;0.007;0
104937;0;EUR;1.60;LogiLink Adapter USB 3.0 Type A -> Type A St/St;Logilink;AU0026;4052792002355;84735080;USB-Adapter;K;0.031;0.073;0.089;0.018;0
10494;5;EUR;4.25;CD-R  Verbatim 700MB 10pcs Pack 52x JewelCase wide printable retail;Verbatim;43325;23942433255;85234110;CD-Medien;B;0.799;0.111;0.148;0.129;0
104942;6;EUR;114.18;DDR3 16GB PC 1333 CL9  CORSAIR KIT (4x4GB) XMS3 retail;Corsair;CMX16GX3M4A1333C9;843591011853;84733020;Speichermodule;B;0.121;0.015;0.135;0.153;0
104947;3;EUR;117.70;DDR3 16GB PC 1600 CL9  CORSAIR KIT (4x4GB) XMS3 retail;Corsair;CMX16GX3M4A1600C9;843591016094;84733020;Speichermodule;B;0.236;0.144;0.155;0.032;0
104949;9;EUR;120.76;DDR3 16GB PC 1600 CL9  CORSAIR KIT (4x4GB) Vengeance blue retail;Corsair;CMZ16GX3M4A1600C9B;843591012348;84733020;Speichermodule;B;0.121;0.015;0.135;0.153;0
104955;0;EUR;8.99;USB-Stick  8GB Platinum 3.0 TW  Blister;Platinum;177492-3;4027927774926;85235110;USB-Speicher;W;0.027;0.095;0.140;0.001;0
104957;3;EUR;11.79;USB-Stick 16GB Platinum 3.0 TW  Blister;Platinum;177490-3;4027927774902;85235110;USB-Speicher;B;0.026;0.095;0.140;0.001;0
104958;1;EUR;18.29;USB-Stick 32GB Platinum 3.0 TW  Blister;Platinum;177491;4027927774919;85235110;USB-Speicher;B;0.026;0.095;0.140;0.001;0
104959;6;EUR;7.99;USB-Stick 16GB Platinum 2.0 TWS;Platinum;177562-3;4027927775626;85235110;USB-Speicher;B;0.025;0.095;0.140;0.010;0
104960;8;EUR;11.47;USB-Stick 32GB Platinum 2.0 TWS;Platinum;177532;4027927775329;85235110;USB-Speicher;B;0.025;0.095;0.140;0.001;0
104962;0;EUR;99999.99;USB-Stick 64GB Platinum 2.0 TWS;Platinum;177574;4027927775749;85235110;USB-Speicher;K;0.026;0.095;0.014;0.001;0
104963;6;EUR;17.99;USB-Stick 64GB Platinum 2.0 ALU;Platinum;177573;4027927775732;85235110;USB-Speicher;B;0.017;0.095;0.140;0.001;0
104966;11;EUR;171.05;Toner OKI B700               01279001 black;Oki;1279001;5031713048268;84439990;Toner Oki;B;2.378;0.246;0.389;0.234;0
104968;0;EUR;2.32;koelpasta CoolerMaster IC-Essential E1;Coolermaster;RG-ICE1-TG15-R1;4719512032046;38249996;Wärmeleitpaste;W;0.045;0.111;0.203;0.023;0
104975;23;EUR;25.57;SO DDR3  4GB PC 1333 CL9  CORSAIR Value Select retail;Corsair;CMSO4GX3M1A1333C9;843591007146;84733020;Speichermodule;B;0.002;0.130;0.125;0.020;0
104983;20;EUR;48.90;muis GEIL EPICGEAR MeduZa Gaming Laser Optical (B) retail;Epicgear;EGMA1H-OBX-MRSG;4714221119019;84716070;Mäuse;B;0.367;0.253;0.229;0.061;0
104987;8;EUR;63.80;Apple 85W MagSafe Power Adapter Netzteil;Apple;MC556Z/B;885909454426;2147483647;Apple Zubehör;B;0.647;0.180;0.150;0.060;0
104988;4;EUR;63.80;"Apple 60W MagSafe Power Adapter Netzteil 12""MacBook+13""MBPro";Apple;MC461Z/A;885909377817;2147483647;Apple Zubehör;B;0.579;0.180;0.150;0.060;0
104989;26;EUR;55.90;SO DDR3  8GB PC 1333 CL9  CORSAIR KIT (2x4GB) Value Select retail;Corsair;CMSO8GX3M2A1333C9;843591007108;84733020;Speichermodule;B;0.040;0.129;0.075;0.012;0
104991;6;EUR;53.65;SO DDR3  8GB PC 1333 CL9  CORSAIR Value Select retail;Corsair;CMSO8GX3M1A1333C9;843591016155;84733020;Speichermodule;B;0.001;0.131;0.128;0.008;0
104992;6;EUR;60.70;DDR3  8GB PC 1600 CL9  CORSAIR KIT (2x4GB) Vengeance blue retail;Corsair;CMZ8GX3M2A1600C9B;843591012270;84733020;Speichermodule;B;0.121;0.015;0.135;0.153;0
